end_year,citylng,citylat,intensity,sector,topic,insight,swot,url,region,start_year,impact,added,published,city,country,relevance,pestle,source,title,likelihood
2019,,,20,Manufacturing,production,Baker Hughes: US Drillers Add Oil Rigs for Fourth Week in a Row,,https://www.rigzone.com/news/wire/baker_hughes_us_drillers_add_oil_rigs_for_fourth_week_in_a_row-15-jun-2018-155961-article/?pgNum=1,Northern America,2017,,"June, 16 2018 12:27:18","June, 15 2018 00:00:00",,United States of America,5,Industries,Rigzone,The U.S. Energy Information Administration projected average annual U.S. production will rise to a record high 10.8 million barrels per day in 2018 and 11.8 million bpd in 2019 from 9.4 million bpd in 2017.,4
2018,,,16,Media & entertainment,video,"Government agencies jump on short-video bandwagon to ensure Chinese youth still hears ""official voice""",,http://www.scmp.com/tech/china-tech/article/2150837/government-agencies-jump-short-video-bandwagon-ensure-chinese-youth,Eastern Asia,,,"June, 17 2018 11:38:08","June, 15 2018 00:00:00",,China,4,Technological,South China Morning Post,"Short-form social videos have become wildly popular in China and around 350 million Chinese viewers are expected to hook on to short-form, social videos by the end of 2018.",4
2019,,,16,,,"EIA expects Brent crude prices will average $71 per barrel in 2018, $68 per barrel in 2019",,https://www.eia.gov/todayinenergy/detail.php?id=36493,,2018,,"June, 19 2018 11:43:55","June, 15 2018 00:00:00",,,4,,DOE EIA 2013 Energy Conference,West Texas Intermediate prices are forecast to average almost $7 / b lower than Brent prices in 2018 and $6 / b lower in 2019.,4
2019,,,16,,child,How your child's online profile is being captured and shared,,http://www.abc.net.au/news/2018-06-15/how-your-childs-online-data-is-being-captured-and-shared/9869272,World,,,"June, 15 2018 03:54:53","June, 15 2018 00:00:00",,,4,Lifestyles,ABC News,The global kids digital ad market will hit $US 1.2 billion by 2019.,4
2030,,,96,,gdp,Industrial IoT and the (Data) Sharing Economy,,http://iiot-world.com/connected-industry/industrial-iot-and-the-data-sharing-economy/,World,,4,"June, 16 2018 03:59:32","June, 15 2018 00:00:00",,,6,Economic,Create a culture of innovation with IIoT World!,The impact of IIoT on global GDP will be $14.3 Trillion by 2030.,4
2030,,,12,Information Technology,technology,Towards a data-driven seamless journey - the vision for corporate travel by 2030,Opportunity,https://www.tnooz.com/article/vision-corporate-travel-2030/,World,,,"June, 15 2018 02:03:06","June, 15 2018 00:00:00",,,4,Technological,TNooz,"By 2030 the world of business travel will be transformed by technology, making use of everything from autonomous vehicles to blockchain.",3
2023,,,48,Retail,export,Texas oil port to raise $300 million for work to handle U.S. shale export boom,Strength,https://www.reuters.com/article/us-usa-oil-corpus-christi/texas-oil-port-to-raise-300-million-for-work-to-handle-u-s-shale-export-boom-idUSKBN1JB2X1,Northern America,,2,"June, 16 2018 03:51:03","June, 15 2018 00:00:00",,United States of America,6,Economic,Reuters,"Port officials on Tuesday are expected to consider $300 million in financing that would prepare the country's largest oil-export port - Corpus Christi, Texas - to handle a surge in U.S. shale production over the next five years.",4
2027,,,12,,income,Consumption in China: Ten Trends for the Next 10 Years,,http://www.bain.com/publications/articles/consumption-in-china-ten-trends-for-the-next-ten-years.aspx,,,,"June, 18 2018 12:26:16","June, 15 2018 00:00:00",,,3,Lifestyles,Bain and Co.,"By 2027, household income in China will have increased by around 5% annually.",4
2028,,,12,,consumption,Consumption in China: Ten Trends for the Next 10 Years,,http://www.bain.com/publications/articles/consumption-in-china-ten-trends-for-the-next-ten-years.aspx,Eastern Asia,,,"June, 18 2018 12:26:19","June, 15 2018 00:00:00",,China,4,Lifestyles,Bain and Co.,The next 10 years will be a period of rapid change across almost all consumption categories in China.,3
2025,,,60,,,News in the Life Sciences Industry,,http://www.ukbiotech.com/uk/portal/news.php,World,,3,"June, 18 2018 01:50:18","June, 15 2018 00:00:00",,,5,,,The global procedure trays market size is expected to reach USD18.9 billion by 2025.,4
2025,,,9,Manufacturing,lithium,Lithium superpower: How Australia's penny-dreadfuls stole a march on the world,Opportunity,https://www.afr.com/business/mining/how-australias-pennydreadfuls-stole-a-march-on-the-lithium-world-20180606-h112ka,,,,"June, 16 2018 01:40:33","June, 15 2018 00:00:00",,,3,Technological,Financial Review,Most pundits predict demand for lithium will quadruple or quintuple by 2025.,3
2020,,,12,Information Technology,robot,This company tames killer robots,,https://www.technologyreview.com/s/611112/this-company-tames-killer-robots/,,,,"June, 17 2018 12:31:35","June, 15 2018 00:00:00",,,3,Social,MIT Technology Review,The number of industrial robots in operation worldwide will double from 2014 figures by 2020.,4
2020,,,60,Telecoms,investment,"The LTE, LTE-Advanced & 5G Market Size : Development, Research and Forecast 2018-2030",Opportunity,https://thefinancialconsulting.com/the-lte-lte-advanced-5g-market-size-development-research-and-forecast-2018-2030/766791/,,,3,"June, 25 2018 02:41:34","June, 15 2018 00:00:00",,,5,Economic,The FINANCIAL,"By 2020, LTE and 5G infrastructure investments are expected to account for a market worth $32 Billion.",4
2021,,,6,Financial services,internet of things,BankTech,Strength,https://gomedici.com/topics/banktech/,,,,"June, 18 2018 07:56:18","June, 15 2018 00:00:00",,,3,Economic,MEDICI,The Internet of Things could be one of the largest and most exciting verticals for blockchain technology in the coming years.,2
2021,,,12,,,Biocatalysis gets the green light,,https://www.chemistryworld.com/sustainability/biocatalysis-gets-the-green-light/3009132.article,World,2017,,"June, 22 2018 02:46:57","June, 15 2018 00:00:00",,,3,,Chemistry World,Analysts forecast the global biocatalysis market to grow at a rate of 6.39% a year during the period 2017-2021.,4
2021,,,6,Manufacturing,car,Energy,,https://www.cnbc.com/energy/,,,,"June, 17 2018 03:57:47","June, 15 2018 00:00:00",,,3,Political,CNBC ,"In the coming years, hydrogen could become an important fuel for cars.",2
2018,-70.66704085,-33.45001382,12,,,"No title could be extracted, please add manually",Opportunity,http://www.ciatti.com/sites/default/files/global_market_report_june_2018.pdf,South America,,,"June, 25 2018 04:21:16","June, 15 2018 00:00:00",Santiago,Chile,3,,,"Chile's access to Japan, Malaysia, Singapore and Vietnam will only be improved by the Trans-Pacific Partnership (TPP), of which it is a signatory.",4
2019,,,12,Environment,waste,"EIA: Bioenergy capacity, generation to increase in 2019",Weakness,http://biomassmagazine.com/articles/15374/eia-bioenergy-capacity-generation-to-increase-in-2019,,2018,,"June, 22 2018 12:57:26","June, 15 2018 00:00:00",,,3,Economic,biomassmagazine,"Waste biomass is expected to be used to generate 59,000 MWh per day in both 2018 and 2019.",4
2019,,,42,,economic growth,Trade war: America risks killing the global growth it needs,,http://money.cnn.com/2018/06/15/news/economy/trade-war-us-china-economy/index.html,Eastern Asia,,3,"June, 24 2018 01:22:49","June, 15 2018 00:00:00",,China,7,Political,CNNMoney,A full percentage point could be knocked off global economic growth next year if the United States slaps tariffs on $100 billion in Chinese goods and Beijing responds with dollar for dollar penalties.,2
2048,,,12,Information Technology,work,State of Work: The Coming Impact of Automation on New York,,https://nycfuture.org/research/state-of-work-automation-impact-on-new-york-state,,,,"June, 15 2018 12:11:53","June, 15 2018 00:00:00",,,3,Social,Center for an Urban Future,"Even among the state's 20,000 chief executives, computers will be able to perform 25 percent of their work in the coming decades.",4
2018,,,20,Retail,consumer,"HBO will get a bigger budget under AT&T to compete with Netflix, but the fight will be fierce",,http://uk.businessinsider.com/hbo-will-get-a-bigger-budget-under-att-to-compete-with-netflix-2018-6?r=US&IR=T,Northern America,,,"June, 16 2018 11:44:20","June, 15 2018 00:00:00",,United States of America,5,Social,Business Insider,"Netflix is blowing away its competition in the eyes of consumers, HBO's streaming service, HBO Now and is expected to reach 7 million US subscribers by the end of the year.",4
2018,,,16,Retail,retail,Revealed: bank branches closing at a rate of 60 a month,,https://www.which.co.uk/news/2018/06/revealed-bank-branches-closing-at-a-rate-of-60-a-month/,Northern Europe,2015,,"June, 17 2018 12:42:59","June, 15 2018 00:00:00",,United Kingdom,4,Industries,which.co.uk,"Some 2,868 UK retail branches have shut their doors for good since 2015 or will do by the end of this year, depriving customers and local communities of many essential services.",4
2019,,,6,Financial services,bank,cryptocurrencies,,https://moneymorning.com/tag/cryptocurrencies/,,,,"June, 18 2018 06:02:40","June, 15 2018 00:00:00",,,3,Economic,Money Morning - We Make Investing Profitable,Dozens of Banks Could Use XRP by 2019.,2
2019,,,20,Energy,oil,"EIA expects Brent crude prices will average $71 per barrel in 2018, $68 per barrel in 2019",,https://www.eia.gov/todayinenergy/detail.php?id=36493,World,2018,,"June, 19 2018 11:43:56","June, 15 2018 00:00:00",,,5,Industries,DOE EIA 2013 Energy Conference,EIA expects oil prices to decline in the coming months because global oil inventories are expected to rise slightly during the second half of 2018 and in 2019.,4
2060,,,12,,,Teaching computers to plan for the future,,https://techcrunch.com/2018/06/15/teaching-computers-to-plan-for-the-future/,Northern America,,,"June, 19 2018 12:51:41","June, 15 2018 00:00:00",,United States of America,3,,Tech Crunch,The number of Americans over the age of 65 today is approximately 46 million and is predicted to double by the year 2060.,4
2018,,,16,Energy,solar power,On the solarcoaster Can the solar industry survive without subsidies?,,https://www.economist.com/business/2018/06/14/can-the-solar-industry-survive-without-subsidies?fsrc=rss,Eastern Asia,,,"June, 15 2018 01:26:54","June, 14 2018 00:00:00",,China,4,Industries,The Economist,Analysts reckon that at least 20 GW of solar projects expected to be built in China this year will now be scrapped.,4
2018,,,12,Financial services,defence,Expect High Adoption Of Blockchain In Next Few Years,,http://www.mro-network.com/emerging-technology/expect-high-adoption-blockchain-next-few-years,,,,"June, 18 2018 13:03:07","June, 14 2018 00:00:00",,,3,Political,MRO Network,13% of aerospace and defense respondents expect to integrate blockchain into their systems this year.,4
2048,,,12,,population,The Next Plague Is Coming. Is America Ready?,,https://www.theatlantic.com/magazine/archive/2018/07/when-the-next-plague-hits/561734/,Africa,,,"June, 15 2018 06:40:20","June, 14 2018 00:00:00",,,4,Social,The Atlantic,Sub-Saharan Africa's population will more than double during the next three decades.,3
2019,,,20,Energy,gasoline,COLUMN-Higher oil prices set to moderate consumption growth: Kemp,,https://www.reuters.com/article/oil-prices-kemp/column-higher-oil-prices-set-to-moderate-consumption-growth-kemp-idUSL8N1TG3OZ,Northern America,2018,,"June, 25 2018 01:46:01","June, 14 2018 00:00:00",,United States of America,5,Industries,Reuters,"The EIA currently predicts U.S. gasoline consumption will increase by just 20,000 bpd in 2018 and 40,000 bpd in 2019.",4
2021,,,6,Healthcare,vaccination,The Next Plague Is Coming. Is America Ready?,Threat,https://www.theatlantic.com/magazine/archive/2018/07/when-the-next-plague-hits/561734/,,,,"June, 15 2018 06:40:21","June, 14 2018 00:00:00",,,3,Healthcare,The Atlantic,"Flu is such an adaptive adversary that the quest for a universal vaccine might take years, even decades, to fulfill.",2
2021,,,12,Construction,investment,"Super Absorbent Polymer Market Segmented Type, End User Industry - WFMJ.com News weather sports for Youngstown-Warren Ohio",Strength,http://www.wfmj.com/story/38422513/super-absorbent-polymer-market-segmented-type-end-user-industry-and-region-growth-trends-and-forecasts-2018-to-2023,,,,"June, 17 2018 02:15:47","June, 14 2018 00:00:00",,,3,Economic,WFMJ,The Latin America and MEA markets are bound to display strong CAGRs over the forecast period due to the revamping of healthcare models and emphasis on citizen health: Investments in residential and commercial construction are also predicted to influence market demand in the coming years.,4
2022,,,16,Manufacturing,steel,Global Galvanized Steel Market 2018-2022,,https://www.prnewswire.com/news-releases/global-galvanized-steel-market-2018-2022-300665991.html,World,2018,,"June, 16 2018 13:18:59","June, 14 2018 00:00:00",,,4,Industries,Cision,Technavio's analysts forecast the Global galvanized steel market to grow at a CAGR of 5.29% during the period 2018-2022.,4
2021,,,16,Food & agriculture,food,"Plastic Packaging Market Size, Share, Recent Trends, Growth Factors, Segmentation and Geographical Analysis with Global Key Players Review",Opportunity,http://www.krgv.com/story/38421897/plastic-packaging-market-size-share-recent-trends-growth-factors-segmentation-and-geographical-analysis-with-global-key-players-review,Europe,,,"June, 21 2018 08:13:34","June, 14 2018 00:00:00",,,4,Industries,KRGV,"North America, Europe and RoW are also expected to show steady growth in global plastic packaging market by 2022: The food and beverage sector in Europe is expected to boost further in coming years.",4
2022,,,60,,,No more grocery checkout lines: Microsoft may rival Amazon with tech that cuts out the cashier,,https://eu.usatoday.com/story/tech/2018/06/14/microsoft-may-rival-amazon-grocery-store-technology-cuts-checkout-line/701723002/,Northern America,,3,"June, 19 2018 11:45:21","June, 14 2018 00:00:00",,United States of America,5,,CBRE,The U.S. grocery market is forecast to be worth $1.7 billion by 2022.,4
